Ontology - all subclasses of class from New SmartTable with Bacteria 	Matches	Object ID	Common-Name
TAX-176282	TAX-2	TAX-176282	symbiont bacterium of Paederus fuscipes
TAX-1890426	TAX-2	TAX-1890426	Synechococcaceae
TAX-1890424	TAX-2	TAX-1890424	Synechococcales
TAX-1129	TAX-2	TAX-1129	Synechococcus
TAX-1140	TAX-2	TAX-1140	Synechococcus elongatus
TAX-269084	TAX-2	TAX-269084	Synechococcus elongatus
TAX-32046	TAX-2	TAX-32046	Synechococcus elongatus
TAX-463277	TAX-2	TAX-463277	Synechococcus nidulans
TAX-83377	TAX-2	TAX-83377	Synechococcus sp. MA19
TAX-490193	TAX-2	TAX-490193	Synechococcus sp. NKBG042902
TAX-1407650	TAX-2	TAX-1407650	Synechococcus sp. NKBG15041c
TAX-32049	TAX-2	TAX-32049	Synechococcus sp. PCC 7002
TAX-91464	TAX-2	TAX-91464	Synechococcus sp. PCC 7335
TAX-221359	TAX-2	TAX-221359	Synechococcus sp. RS9916
TAX-32052	TAX-2	TAX-32052	Synechococcus sp. WH 8020
TAX-1142	TAX-2	TAX-1142	Synechocystis
ORG-6350	TAX-2	ORG-6350	Synechocystis sp.
TAX-1111708	TAX-2	TAX-1111708	Synechocystis sp. PCC 6803
ORG-6328	TAX-2	ORG-6328	Synechocystis sp. PCC 6803
TAX-1148	TAX-2	TAX-1148	Synechocystis sp. PCC 6803
TAX-508458	TAX-2	TAX-508458	Synergistetes
TAX-213468	TAX-2	TAX-213468	Syntrophaceae
TAX-2914038	TAX-2	TAX-2914038	Syntrophales
TAX-213465	TAX-2	TAX-213465	Syntrophobacteraceae
TAX-213462	TAX-2	TAX-213462	Syntrophobacterales
TAX-84036	TAX-2	TAX-84036	Syntrophococcus
TAX-84037	TAX-2	TAX-84037	Syntrophococcus sucromutans
TAX-68298	TAX-2	TAX-68298	Syntrophomonadaceae
TAX-862	TAX-2	TAX-862	Syntrophomonas
TAX-370885	TAX-2	TAX-370885	Syntrophomonas wolfei
TAX-863	TAX-2	TAX-863	Syntrophomonas wolfei
TAX-513556	TAX-2	TAX-513556	Syntrophorhabdaceae
TAX-2819262	TAX-2	TAX-2819262	Syntrophorhabdales
TAX-513557	TAX-2	TAX-513557	Syntrophorhabdus
TAX-328301	TAX-2	TAX-328301	Syntrophorhabdus aromaticivorans
TAX-2812025	TAX-2	TAX-2812025	Syntrophotalea
TAX-29542	TAX-2	TAX-29542	Syntrophotalea acetylenica
TAX-338963	TAX-2	TAX-338963	Syntrophotalea carbinolica
TAX-19	TAX-2	TAX-19	Syntrophotalea carbinolica
TAX-44672	TAX-2	TAX-44672	Syntrophotalea venetiana
TAX-2812024	TAX-2	TAX-2812024	Syntrophotaleaceae
TAX-43773	TAX-2	TAX-43773	Syntrophus <d-proteobacteria>
TAX-316277	TAX-2	TAX-316277	Syntrophus aciditrophicus
TAX-43774	TAX-2	TAX-43774	Syntrophus buswellii
TAX-43775	TAX-2	TAX-43775	Syntrophus gentianae
TAX-195950	TAX-2	TAX-195950	Tannerella
TAX-28112	TAX-2	TAX-28112	Tannerella forsythia
TAX-2005525	TAX-2	TAX-2005525	Tannerellaceae
TAX-82986	TAX-2	TAX-82986	Tatumella
TAX-53336	TAX-2	TAX-53336	Tatumella citrea
TAX-642227	TAX-2	TAX-642227	Tatumella morbirosei
TAX-34069	TAX-2	TAX-34069	Telluria
TAX-34071	TAX-2	TAX-34071	Telluria mixta
TAX-544448	TAX-2	TAX-544448	Tenericutes
TAX-2425	TAX-2	TAX-2425	Teredinibacter
TAX-2426	TAX-2	TAX-2426	Teredinibacter turnerae
TAX-53355	TAX-2	TAX-53355	Terrabacter
TAX-490575	TAX-2	TAX-490575	Terrabacter ginsenosidimutans
TAX-48070	TAX-2	TAX-48070	Terrabacter sp. DPO360
TAX-1783272	TAX-2	TAX-1783272	Terrabacteria group
TAX-51668	TAX-2	TAX-51668	Tetragenococcus
TAX-290335	TAX-2	TAX-290335	Tetragenococcus koreensis
TAX-64642	TAX-2	TAX-64642	Tetragenococcus muriaticus
TAX-1518149	TAX-2	TAX-1518149	Thalassotalea
TAX-349064	TAX-2	TAX-349064	Thalassotalea agarivorans
TAX-33057	TAX-2	TAX-33057	Thauera
TAX-44139	TAX-2	TAX-44139	Thauera aromatica
TAX-59405	TAX-2	TAX-59405	Thauera aromatica
TAX-86174	TAX-2	TAX-86174	Thauera butanivorans
TAX-1572758	TAX-2	TAX-1572758	Thauera sp. SWB20
TAX-188786	TAX-2	TAX-188786	Thermaceae
TAX-140458	TAX-2	TAX-140458	Thermacetogenium
TAX-1089553	TAX-2	TAX-1089553	Thermacetogenium phaeum
TAX-85874	TAX-2	TAX-85874	Thermacetogenium phaeum
TAX-68933	TAX-2	TAX-68933	Thermales
TAX-278993	TAX-2	TAX-278993	Thermincola
TAX-635013	TAX-2	TAX-635013	Thermincola potens
TAX-863643	TAX-2	TAX-863643	Thermincola potens
TAX-2937911	TAX-2	TAX-2937911	Thermincolaceae
TAX-225059	TAX-2	TAX-225059	Thermithiobacillaceae
TAX-119979	TAX-2	TAX-119979	Thermithiobacillus
TAX-929	TAX-2	TAX-929	Thermithiobacillus tepidarius
TAX-2023	TAX-2	TAX-2023	Thermoactinomyces
TAX-2026	TAX-2	TAX-2026	Thermoactinomyces vulgaris
TAX-186824	TAX-2	TAX-186824	Thermoactinomycetaceae
TAX-1754	TAX-2	TAX-1754	Thermoanaerobacter
TAX-29323	TAX-2	TAX-29323	Thermoanaerobacter brockii
TAX-496866	TAX-2	TAX-496866	Thermoanaerobacter pseudethanolicus
TAX-399726	TAX-2	TAX-399726	Thermoanaerobacter sp. X514
TAX-186814	TAX-2	TAX-186814	Thermoanaerobacteraceae
TAX-68295	TAX-2	TAX-68295	Thermoanaerobacterales
TAX-543371	TAX-2	TAX-543371	Thermoanaerobacterales Family III. Incertae Sedis
TAX-28895	TAX-2	TAX-28895	Thermoanaerobacterium
TAX-28896	TAX-2	TAX-28896	Thermoanaerobacterium saccharolyticum
TAX-1517	TAX-2	TAX-1517	Thermoanaerobacterium thermosaccharolyticum
TAX-262406	TAX-2	TAX-262406	Thermobaculum
TAX-83677	TAX-2	TAX-83677	Thermobifida
ORG-57106	TAX-2	ORG-57106	Thermobifida fusca
TAX-269800	TAX-2	TAX-269800	Thermobifida fusca
TAX-2021	TAX-2	TAX-2021	Thermobifida fusca
TAX-2304691	TAX-2	TAX-2304691	Thermoclostridium
TAX-1510	TAX-2	TAX-1510	Thermoclostridium stercorarium
TAX-67799	TAX-2	TAX-67799	Thermodesulfobacteria <class>
TAX-200940	TAX-2	TAX-200940	Thermodesulfobacteria <phylum>
TAX-188711	TAX-2	TAX-188711	Thermodesulfobacteriaceae
TAX-188710	TAX-2	TAX-188710	Thermodesulfobacteriales
TAX-1740	TAX-2	TAX-1740	Thermodesulfobacterium
TAX-1741	TAX-2	TAX-1741	Thermodesulfobacterium commune
TAX-88358	TAX-2	TAX-88358	Thermodesulforhabdus
TAX-39841	TAX-2	TAX-39841	Thermodesulforhabdus norvegica
TAX-28261	TAX-2	TAX-28261	Thermodesulfovibrio
TAX-28262	TAX-2	TAX-28262	Thermodesulfovibrio yellowstonii
TAX-2811504	TAX-2	TAX-2811504	Thermodesulfovibrionaceae
TAX-2811503	TAX-2	TAX-2811503	Thermodesulfovibrionales
TAX-2811502	TAX-2	TAX-2811502	Thermodesulfovibrionia
TAX-189775	TAX-2	TAX-189775	Thermomicrobia
TAX-189777	TAX-2	TAX-189777	Thermomicrobiaceae
TAX-189776	TAX-2	TAX-189776	Thermomicrobiales
TAX-499	TAX-2	TAX-499	Thermomicrobium
TAX-141948	TAX-2	TAX-141948	Thermomonas
TAX-213588	TAX-2	TAX-213588	Thermomonas hydrothermalis
TAX-2019	TAX-2	TAX-2019	Thermomonospora
TAX-471852	TAX-2	TAX-471852	Thermomonospora curvata
TAX-2020	TAX-2	TAX-2020	Thermomonospora curvata
TAX-2012	TAX-2	TAX-2012	Thermomonosporaceae
TAX-2420	TAX-2	TAX-2420	Thermosipho <thermotogales>
TAX-46541	TAX-2	TAX-46541	Thermosipho melanesiensis
TAX-412592	TAX-2	TAX-412592	Thermosulfidibacter
TAX-412593	TAX-2	TAX-412593	Thermosulfidibacter takaii
TAX-2881378	TAX-2	TAX-2881378	Thermosynechococcaceae
TAX-146785	TAX-2	TAX-146785	Thermosynechococcus
TAX-197221	TAX-2	TAX-197221	Thermosynechococcus vestitus
TAX-146786	TAX-2	TAX-146786	Thermosynechococcus vestitus
TAX-2335	TAX-2	TAX-2335	Thermotoga
TAX-2336	TAX-2	TAX-2336	Thermotoga maritima
TAX-2337	TAX-2	TAX-2337	Thermotoga neapolitana
TAX-188709	TAX-2	TAX-188709	Thermotogaceae
TAX-188708	TAX-2	TAX-188708	Thermotogae <class>
TAX-200918	TAX-2	TAX-200918	Thermotogae <phylum>
TAX-2419	TAX-2	TAX-2419	Thermotogales
TAX-171868	TAX-2	TAX-171868	Thermovibrio
TAX-228745	TAX-2	TAX-228745	Thermovibrio ammonificans
TAX-270	TAX-2	TAX-270	Thermus
ORG-6008	TAX-2	ORG-6008	Thermus aquaticus
TAX-271	TAX-2	TAX-271	Thermus aquaticus
TAX-272	TAX-2	TAX-272	Thermus caldophilus
TAX-300852	TAX-2	TAX-300852	Thermus thermophilus
TAX-274	TAX-2	TAX-274	Thermus thermophilus
TAX-156972	TAX-2	TAX-156972	Thioalkalicoccus
TAX-120681	TAX-2	TAX-120681	Thioalkalicoccus limnaeus
TAX-1096778	TAX-2	TAX-1096778	Thioalkalispiraceae
TAX-106633	TAX-2	TAX-106633	Thioalkalivibrio
TAX-713585	TAX-2	TAX-713585	Thioalkalivibrio paradoxus
TAX-108010	TAX-2	TAX-108010	Thioalkalivibrio paradoxus
TAX-243063	TAX-2	TAX-243063	Thioalkalivibrio thiocyanodenitrificans
TAX-713587	TAX-2	TAX-713587	Thioalkalivibrio thiocyanoxidans
TAX-152475	TAX-2	TAX-152475	Thioalkalivibrio thiocyanoxidans
TAX-2008790	TAX-2	TAX-2008790	Thiobacillaceae
TAX-919	TAX-2	TAX-919	Thiobacillus
TAX-36861	TAX-2	TAX-36861	Thiobacillus denitrificans
ORG-5987	TAX-2	ORG-5987	Thiobacillus sp.
ORG-6053	TAX-2	ORG-6053	Thiobacillus thioparus
ORG-5988	TAX-2	ORG-5988	Thiobacillus thioparus
ORG-5989	TAX-2	ORG-5989	Thiobacillus thioparus
TAX-931	TAX-2	TAX-931	Thiobacillus thioparus
ORG-6361	TAX-2	ORG-6361	Thiobacillus thioparus E6
TAX-1056	TAX-2	TAX-1056	Thiocapsa
TAX-244573	TAX-2	TAX-244573	Thiocapsa marina
ORG-6059	TAX-2	ORG-6059	Thiocapsa roseopersicina
TAX-1058	TAX-2	TAX-1058	Thiocapsa roseopersicina
TAX-85078	TAX-2	TAX-85078	Thiococcus
TAX-1057	TAX-2	TAX-1057	Thiococcus pfennigii
TAX-53392	TAX-2	TAX-53392	Thiodictyon
TAX-156885	TAX-2	TAX-156885	Thioflavicoccus
TAX-80679	TAX-2	TAX-80679	Thioflavicoccus mobilis
TAX-445670	TAX-2	TAX-445670	Thiohalophilus
TAX-381308	TAX-2	TAX-381308	Thiohalophilus thiocyanatoxydans
TAX-90372	TAX-2	TAX-90372	Thiomargarita
TAX-32012	TAX-2	TAX-32012	Thiomonas
TAX-364030	TAX-2	TAX-364030	Thiomonas delicata
TAX-926	TAX-2	TAX-926	Thiomonas intermedia
TAX-40751	TAX-2	TAX-40751	Thioploca
TAX-1030	TAX-2	TAX-1030	Thiothrix
TAX-42436	TAX-2	TAX-42436	Thiothrix ramosa
TAX-135617	TAX-2	TAX-135617	Thiotrichaceae
TAX-72273	TAX-2	TAX-72273	Thiotrichales
TAX-92486	TAX-2	TAX-92486	Thiotrichales incertae sedis
TAX-2771471	TAX-2	TAX-2771471	Thiovulaceae
TAX-41273	TAX-2	TAX-41273	Tissierella
TAX-43143	TAX-2	TAX-43143	Tissierella creatinini
TAX-79681	TAX-2	TAX-79681	Tissierella creatinophila
TAX-1737406	TAX-2	TAX-1737406	Tissierellaceae
TAX-1737405	TAX-2	TAX-1737405	Tissierellales
TAX-1737404	TAX-2	TAX-1737404	Tissierellia
TAX-43947	TAX-2	TAX-43947	Tolumonas
TAX-43948	TAX-2	TAX-43948	Tolumonas auensis
TAX-157	TAX-2	TAX-157	Treponema
TAX-158	TAX-2	TAX-158	Treponema denticola
TAX-160	TAX-2	TAX-160	Treponema pallidum
TAX-162	TAX-2	TAX-162	Treponema phagedenis
TAX-69710	TAX-2	TAX-69710	Treponema vincentii
TAX-2845253	TAX-2	TAX-2845253	Treponemataceae <Treponemataceae>
TAX-115782	TAX-2	TAX-115782	Trichlorobacter
TAX-398767	TAX-2	TAX-398767	Trichlorobacter lovleyi
TAX-313985	TAX-2	TAX-313985	Trichlorobacter lovleyi
TAX-1205	TAX-2	TAX-1205	Trichodesmium
TAX-1206	TAX-2	TAX-1206	Trichodesmium erythraeum
TAX-264688	TAX-2	TAX-264688	Trichormus
TAX-240292	TAX-2	TAX-240292	Trichormus variabilis
TAX-264691	TAX-2	TAX-264691	Trichormus variabilis
TAX-2571160	TAX-2	TAX-2571160	Trinickia
TAX-28094	TAX-2	TAX-28094	Trinickia caryophylli
TAX-2060	TAX-2	TAX-2060	Tsukamurella
TAX-2061	TAX-2	TAX-2061	Tsukamurella paurometabola
TAX-85028	TAX-2	TAX-85028	Tsukamurellaceae
TAX-114292	TAX-2	TAX-114292	typhus group
TAX-198592	TAX-2	TAX-198592	Umezakia
TAX-198593	TAX-2	TAX-198593	Umezakia natans
TAX-2626865	TAX-2	TAX-2626865	unclassified Achromobacter
TAX-305072	TAX-2	TAX-305072	unclassified Acidobacteria
TAX-2684926	TAX-2	TAX-2684926	unclassified Acidovorax
TAX-196816	TAX-2	TAX-196816	unclassified Acinetobacter
TAX-2626549	TAX-2	TAX-2626549	unclassified Actinoplanes
TAX-2632611	TAX-2	TAX-2632611	unclassified Agrobacterium
TAX-259357	TAX-2	TAX-259357	unclassified Alcaligenes
TAX-2641541	TAX-2	TAX-2641541	unclassified Algoriphagus
TAX-33807	TAX-2	TAX-33807	unclassified Alphaproteobacteria
TAX-2614992	TAX-2	TAX-2614992	unclassified Alteromonas
TAX-2618356	TAX-2	TAX-2618356	unclassified Amycolatopsis
TAX-2619674	TAX-2	TAX-2619674	unclassified Anabaena
TAX-2622046	TAX-2	TAX-2622046	unclassified Aphanizomenon
TAX-235627	TAX-2	TAX-235627	unclassified Arthrobacter
TAX-2629479	TAX-2	TAX-2629479	unclassified Azoarcus
TAX-2609269	TAX-2	TAX-2609269	unclassified Azospira
TAX-2630922	TAX-2	TAX-2630922	unclassified Azospirillum
TAX-185979	TAX-2	TAX-185979	unclassified Bacillus (in: Bacteria)
TAX-49928	TAX-2	TAX-49928	unclassified Bacteria
TAX-185291	TAX-2	TAX-185291	unclassified Bacteroidales
TAX-404130	TAX-2	TAX-404130	unclassified Bdellovibrionales
TAX-2630031	TAX-2	TAX-2630031	unclassified Bordetella
TAX-2631580	TAX-2	TAX-2631580	unclassified Bradyrhizobium
TAX-2622653	TAX-2	TAX-2622653	unclassified Brevundimonas
TAX-2613784	TAX-2	TAX-2613784	unclassified Burkholderia
TAX-2646786	TAX-2	TAX-2646786	unclassified Caballeronia
TAX-2644389	TAX-2	TAX-2644389	unclassified Citrobacter
TAX-2614128	TAX-2	TAX-2614128	unclassified Clostridium
TAX-2634148	TAX-2	TAX-2634148	unclassified Collimonas
TAX-83494	TAX-2	TAX-83494	unclassified Comamonadaceae
TAX-2638500	TAX-2	TAX-2638500	unclassified Comamonas
TAX-84113	TAX-2	TAX-84113	unclassified Coriobacteriaceae
TAX-2624378	TAX-2	TAX-2624378	unclassified Corynebacterium
TAX-2640874	TAX-2	TAX-2640874	unclassified Cupriavidus
TAX-2649277	TAX-2	TAX-2649277	unclassified Cyanothece
TAX-2633351	TAX-2	TAX-2633351	unclassified Dechloromonas
TAX-2613839	TAX-2	TAX-2613839	unclassified Delftia
TAX-122706	TAX-2	TAX-122706	unclassified Deltaproteobacteria
TAX-2634790	TAX-2	TAX-2634790	unclassified Desulfobacterium
TAX-2617939	TAX-2	TAX-2617939	unclassified Dietzia
TAX-2636909	TAX-2	TAX-2636909	unclassified Duganella
TAX-2684909	TAX-2	TAX-2684909	unclassified Ectothiorhodospira
TAX-2648737	TAX-2	TAX-2648737	unclassified Eggerthella
TAX-2608935	TAX-2	TAX-2608935	unclassified Enterobacter
TAX-2622719	TAX-2	TAX-2622719	unclassified Erwinia
TAX-2633097	TAX-2	TAX-2633097	unclassified Erythrobacter
TAX-2624479	TAX-2	TAX-2624479	unclassified Eubacterium
TAX-494603	TAX-2	TAX-494603	unclassified Fischerella
TAX-2632575	TAX-2	TAX-2632575	unclassified Frankia
TAX-2648894	TAX-2	TAX-2648894	unclassified Frateuria
TAX-537324	TAX-2	TAX-537324	unclassified Fusobacteriaceae
TAX-33811	TAX-2	TAX-33811	unclassified Gammaproteobacteria
TAX-2622970	TAX-2	TAX-2622970	unclassified Gemmata
TAX-2657482	TAX-2	TAX-2657482	unclassified Gordonia
TAX-2609666	TAX-2	TAX-2609666	unclassified Halomonas
TAX-2610897	TAX-2	TAX-2610897	unclassified Hydrogenophaga
TAX-2619925	TAX-2	TAX-2619925	unclassified Hyphomicrobium
TAX-2645469	TAX-2	TAX-2645469	unclassified Jannaschia
TAX-2630462	TAX-2	TAX-2630462	unclassified Jeotgalicoccus
TAX-2608929	TAX-2	TAX-2608929	unclassified Klebsiella
TAX-2621979	TAX-2	TAX-2621979	unclassified Kutzneria
TAX-186928	TAX-2	TAX-186928	unclassified Lachnospiraceae
TAX-2620435	TAX-2	TAX-2620435	unclassified Lactobacillus
TAX-641407	TAX-2	TAX-641407	unclassified Lentisphaerae
TAX-2617991	TAX-2	TAX-2617991	unclassified Magnetospirillum
TAX-196814	TAX-2	TAX-196814	unclassified Marinomonas
TAX-2608980	TAX-2	TAX-2608980	unclassified Methylomonas
TAX-2638212	TAX-2	TAX-2638212	unclassified Methylosulfonomonas
TAX-2634027	TAX-2	TAX-2634027	unclassified Methylovorus
TAX-2609290	TAX-2	TAX-2609290	unclassified Microbacterium
TAX-2620948	TAX-2	TAX-2620948	unclassified Micrococcus
TAX-2617518	TAX-2	TAX-2617518	unclassified Micromonospora
TAX-2685852	TAX-2	TAX-2685852	unclassified Moraxella
TAX-2637987	TAX-2	TAX-2637987	unclassified Moritella
TAX-2642494	TAX-2	TAX-2642494	unclassified Mycobacterium
TAX-2630693	TAX-2	TAX-2630693	unclassified Neptuniibacter
TAX-2624044	TAX-2	TAX-2624044	unclassified Nitratiruptor
TAX-1660158	TAX-2	TAX-1660158	unclassified Nitrosomonadales
TAX-2609265	TAX-2	TAX-2609265	unclassified Nitrosomonas
TAX-1298915	TAX-2	TAX-1298915	unclassified Nitrospirae
TAX-2615069	TAX-2	TAX-2615069	unclassified Nocardioides
TAX-2593658	TAX-2	TAX-2593658	unclassified Nostoc
TAX-2644732	TAX-2	TAX-2644732	unclassified Novosphingobium
TAX-239106	TAX-2	TAX-239106	unclassified Ochrobactrum
TAX-2626850	TAX-2	TAX-2626850	unclassified Oscillatoria
TAX-185978	TAX-2	TAX-185978	unclassified Paenibacillus
TAX-2688777	TAX-2	TAX-2688777	unclassified Paracoccus (in: Bacteria)
TAX-2645374	TAX-2	TAX-2645374	unclassified Pedomicrobium
TAX-2628852	TAX-2	TAX-2628852	unclassified Photobacterium
TAX-2626614	TAX-2	TAX-2626614	unclassified Pigmentiphaga
TAX-2647679	TAX-2	TAX-2647679	unclassified Plesiomonas
TAX-2645907	TAX-2	TAX-2645907	unclassified Pleurocapsa
TAX-2638319	TAX-2	TAX-2638319	unclassified Polaromonas
TAX-1706432	TAX-2	TAX-1706432	unclassified Porticoccaceae
TAX-194690	TAX-2	TAX-194690	unclassified Pseudoalteromonas
TAX-45359	TAX-2	TAX-45359	unclassified pseudomonads
TAX-196821	TAX-2	TAX-196821	unclassified Pseudomonas
TAX-2619320	TAX-2	TAX-2619320	unclassified Pseudonocardia
TAX-209769	TAX-2	TAX-209769	unclassified Ralstonia
TAX-2613769	TAX-2	TAX-2613769	unclassified Rhizobium
TAX-58840	TAX-2	TAX-58840	unclassified Rhodobacteraceae
TAX-192944	TAX-2	TAX-192944	unclassified Rhodococcus
TAX-2609473	TAX-2	TAX-2609473	unclassified Roseiflexus
TAX-196798	TAX-2	TAX-196798	unclassified Roseobacter
TAX-2618749	TAX-2	TAX-2618749	unclassified Scytonema
TAX-2647522	TAX-2	TAX-2647522	unclassified Serratia
TAX-196818	TAX-2	TAX-196818	unclassified Shewanella
TAX-2643062	TAX-2	TAX-2643062	unclassified Shinella
TAX-2646595	TAX-2	TAX-2646595	unclassified Sinomonas
TAX-2613772	TAX-2	TAX-2613772	unclassified Sinorhizobium
TAX-2685017	TAX-2	TAX-2685017	unclassified Slackia
TAX-2611147	TAX-2	TAX-2611147	unclassified Sphingobium
TAX-196159	TAX-2	TAX-196159	unclassified Sphingomonas
TAX-2614943	TAX-2	TAX-2614943	unclassified Sphingopyxis
TAX-1130380	TAX-2	TAX-1130380	unclassified Spirochaetes
TAX-196198	TAX-2	TAX-196198	unclassified Stenotrophomonas
TAX-2593676	TAX-2	TAX-2593676	unclassified Streptomyces
TAX-196795	TAX-2	TAX-196795	unclassified Sulfitobacter
TAX-2626047	TAX-2	TAX-2626047	unclassified Synechococcus
TAX-2640012	TAX-2	TAX-2640012	unclassified Synechocystis
TAX-2630222	TAX-2	TAX-2630222	unclassified Terrabacter
TAX-2609274	TAX-2	TAX-2609274	unclassified Thauera
TAX-2636821	TAX-2	TAX-2636821	unclassified Thermoanaerobacter
TAX-663243	TAX-2	TAX-663243	unclassified Variovorax
TAX-2614977	TAX-2	TAX-2614977	unclassified Vibrio
TAX-2643310	TAX-2	TAX-2643310	unclassified Xanthomonas
TAX-2653513	TAX-2	TAX-2653513	unclassified Yersinia (in: Bacteria)
TAX-77133	TAX-2	TAX-77133	uncultured bacterium
TAX-663362	TAX-2	TAX-663362	uncultured bacterium HF130_AEPn_1
TAX-331677	TAX-2	TAX-331677	uncultured marine bacterium 66A03
TAX-415447	TAX-2	TAX-415447	uncultured marine bacterium HF10_49E08
ORG-6055	TAX-2	ORG-6055	unidentified bacterium
ORG-6057	TAX-2	ORG-6057	unidentified bacterium
ORG-6058	TAX-2	ORG-6058	unidentified bacterium
TAX-160795	TAX-2	TAX-160795	Ureibacillus
TAX-292806	TAX-2	TAX-292806	Ureibacillus massiliensis
TAX-34072	TAX-2	TAX-34072	Variovorax
TAX-1246301	TAX-2	TAX-1246301	Variovorax paradoxus
TAX-34073	TAX-2	TAX-34073	Variovorax paradoxus
TAX-218557	TAX-2	TAX-218557	Variovorax sp. Pal2
TAX-434014	TAX-2	TAX-434014	Variovorax sp. PBL-E5
TAX-434009	TAX-2	TAX-434009	Variovorax sp. PBL-H6
TAX-434008	TAX-2	TAX-434008	Variovorax sp. PBS-H4
TAX-282217	TAX-2	TAX-282217	Variovorax sp. SRS16
TAX-207745	TAX-2	TAX-207745	Variovorax sp. WDL1
TAX-29465	TAX-2	TAX-29465	Veillonella
TAX-29466	TAX-2	TAX-29466	Veillonella parvula
TAX-31977	TAX-2	TAX-31977	Veillonellaceae
TAX-1843489	TAX-2	TAX-1843489	Veillonellales
TAX-364316	TAX-2	TAX-364316	Verminephrobacter
TAX-391735	TAX-2	TAX-391735	Verminephrobacter eiseniae
TAX-364317	TAX-2	TAX-364317	Verminephrobacter eiseniae
TAX-74201	TAX-2	TAX-74201	Verrucomicrobia
TAX-203494	TAX-2	TAX-203494	Verrucomicrobiae
TAX-48461	TAX-2	TAX-48461	Verrucomicrobiales
TAX-662	TAX-2	TAX-662	Vibrio
TAX-1219076	TAX-2	TAX-1219076	Vibrio alginolyticus
TAX-663	TAX-2	TAX-663	Vibrio alginolyticus
TAX-105260	TAX-2	TAX-105260	Vibrio anguillarum
TAX-42323	TAX-2	TAX-42323	Vibrio anguillarum
TAX-55601	TAX-2	TAX-55601	Vibrio anguillarum
TAX-44104	TAX-2	TAX-44104	Vibrio cholerae
TAX-666	TAX-2	TAX-666	Vibrio cholerae
TAX-66861	TAX-2	TAX-66861	Vibrio cholerae non-O1
TAX-243277	TAX-2	TAX-243277	Vibrio cholerae O1
TAX-686	TAX-2	TAX-686	Vibrio cholerae O1
TAX-127906	TAX-2	TAX-127906	Vibrio cholerae O1
TAX-45888	TAX-2	TAX-45888	Vibrio cholerae O139
TAX-185332	TAX-2	TAX-185332	Vibrio cholerae O37
ORG-6319	TAX-2	ORG-6319	Vibrio coralliilyticus
ORG-6320	TAX-2	ORG-6320	Vibrio coralliilyticus
TAX-190893	TAX-2	TAX-190893	Vibrio coralliilyticus
TAX-685	TAX-2	TAX-685	Vibrio diazotrophicus
ORG-6221	TAX-2	ORG-6221	Vibrio fluvialis
TAX-676	TAX-2	TAX-676	Vibrio fluvialis
TAX-29494	TAX-2	TAX-29494	Vibrio furnissii
TAX-669	TAX-2	TAX-669	Vibrio harveyi
TAX-717610	TAX-2	TAX-717610	Vibrio harveyi group
TAX-689	TAX-2	TAX-689	Vibrio mediterranei
ORG-6188	TAX-2	ORG-6188	Vibrio parahaemolyticus
TAX-670	TAX-2	TAX-670	Vibrio parahaemolyticus
TAX-265668	TAX-2	TAX-265668	Vibrio ponticus
TAX-391591	TAX-2	TAX-391591	Vibrio shilonii
ORG-5991	TAX-2	ORG-5991	Vibrio sp.
TAX-247155	TAX-2	TAX-247155	Vibrio sp. AX-4
TAX-1116375	TAX-2	TAX-1116375	Vibrio sp. EJY3
TAX-47913	TAX-2	TAX-47913	Vibrio sp. JT0107
TAX-98227	TAX-2	TAX-98227	Vibrio sp. XY-214
TAX-198815	TAX-2	TAX-198815	Vibrio superstes
TAX-216895	TAX-2	TAX-216895	Vibrio vulnificus
TAX-196600	TAX-2	TAX-196600	Vibrio vulnificus
TAX-672	TAX-2	TAX-672	Vibrio vulnificus
TAX-641	TAX-2	TAX-641	Vibrionaceae
TAX-135623	TAX-2	TAX-135623	Vibrionales
TAX-84406	TAX-2	TAX-84406	Virgibacillus
TAX-1473	TAX-2	TAX-1473	Virgibacillus pantothenticus
TAX-57739	TAX-2	TAX-57739	Vogesella
TAX-45465	TAX-2	TAX-45465	Vogesella indigofera
TAX-2762318	TAX-2	TAX-2762318	Weeksellaceae
TAX-46255	TAX-2	TAX-46255	Weissella
ORG-6321	TAX-2	ORG-6321	Weissella ceti
ORG-6322	TAX-2	ORG-6322	Weissella ceti
ORG-6323	TAX-2	ORG-6323	Weissella ceti
TAX-759620	TAX-2	TAX-759620	Weissella ceti
TAX-1583	TAX-2	TAX-1583	Weissella confusa
TAX-1249	TAX-2	TAX-1249	Weissella paramesenteroides
TAX-1629	TAX-2	TAX-1629	Weissella viridescens
TAX-2817139	TAX-2	TAX-2817139	Weizmannia
TAX-1121088	TAX-2	TAX-1121088	Weizmannia coagulans
TAX-345219	TAX-2	TAX-345219	Weizmannia coagulans
TAX-1398	TAX-2	TAX-1398	Weizmannia coagulans
TAX-1518147	TAX-2	TAX-1518147	Wenyingzhuangia
TAX-1790137	TAX-2	TAX-1790137	Wenyingzhuangia fucanilytica
TAX-953	TAX-2	TAX-953	Wolbachia
TAX-952	TAX-2	TAX-952	Wolbachieae
TAX-843	TAX-2	TAX-843	Wolinella
TAX-273121	TAX-2	TAX-273121	Wolinella succinogenes
TAX-844	TAX-2	TAX-844	Wolinella succinogenes
TAX-279	TAX-2	TAX-279	Xanthobacter
TAX-47492	TAX-2	TAX-47492	Xanthobacter agilis
